head,tail,expected_relation,predicted_relation
14302261,2616627,derivationally related form,derivationally related form
11217479,10794014,instance hypernym,instance hypernym
11683989,1500873,derivationally related form,member of domain usage
1217043,3421117,derivationally related form,derivationally related form
12423565,12473011,member meronym,member meronym
7211752,66025,derivationally related form,similar to
5514272,5514081,hypernym,hypernym
11835451,11573660,hypernym,instance hypernym
6180720,5870916,hypernym,also see
9252078,9411430,instance hypernym,instance hypernym
3852280,3656484,has part,has part
1467180,1467504,member meronym,member meronym
8792548,8797840,has part,member meronym
6609503,6607339,hypernym,similar to
43765,2603699,derivationally related form,derivationally related form
207306,206927,hypernym,hypernym
6151693,6143154,hypernym,hypernym
1696648,1675963,hypernym,verb group
3075191,6974127,derivationally related form,synset domain topic of
11886788,11575425,hypernym,hypernym
1374465,9397607,derivationally related form,derivationally related form
8152657,10547145,member meronym,member meronym
1834896,1835103,verb group,verb group
2766792,3452741,hypernym,instance hypernym
3530910,3532187,has part,has part
1771390,1767949,hypernym,verb group
8023843,8392137,instance hypernym,instance hypernym
13000372,13004160,member meronym,member meronym
8928933,8524735,instance hypernym,instance hypernym
455529,252430,derivationally related form,verb group
14863521,14859838,hypernym,hypernym
13137409,7742704,has part,hypernym
881329,880978,hypernym,similar to
4543772,4283378,has part,has part
9614047,264776,derivationally related form,similar to
12079737,11556857,hypernym,hypernym
11795366,11556857,hypernym,hypernym
198793,191142,hypernym,hypernym
977153,976653,hypernym,verb group
417643,1424948,derivationally related form,verb group
10060352,796886,derivationally related form,hypernym
574996,7416107,derivationally related form,derivationally related form
6584891,6355894,hypernym,member of domain usage
8815046,9693809,member meronym,member meronym
2124748,2106506,hypernym,hypernym
9044862,7647496,member of domain region,member of domain region
6335832,6333653,hypernym,derivationally related form
12574727,11585340,hypernym,hypernym
40962,2724417,derivationally related form,derivationally related form
7086518,1880113,derivationally related form,verb group
12194776,12195965,member meronym,member meronym
4217882,1498319,derivationally related form,derivationally related form
12154628,12154773,member meronym,hypernym
3339296,4188643,hypernym,hypernym
4029734,4421872,hypernym,hypernym
15237782,15236475,hypernym,instance hypernym
2428487,53913,derivationally related form,verb group
15163005,15157041,hypernym,instance hypernym
8929243,8929555,has part,has part
236581,2007417,derivationally related form,verb group
1792097,1790020,hypernym,verb group
8715952,8524735,instance hypernym,instance hypernym
4003241,4330340,hypernym,instance hypernym
4987620,982293,derivationally related form,derivationally related form
10274639,9931267,hypernym,similar to
10435988,1507143,derivationally related form,verb group
7712559,7712382,hypernym,hypernym
13412321,1001857,derivationally related form,also see
2594552,2594250,hypernym,hypernym
7311115,1835496,derivationally related form,verb group
8394423,8191230,hypernym,hypernym
2244963,1759182,hypernym,member meronym
7182744,7183151,hypernym,similar to
2932891,1844653,derivationally related form,instance hypernym
652659,633864,hypernym,member of domain usage
5459953,14867858,hypernym,member meronym
3270165,4304375,has part,has part
553362,1103836,derivationally related form,verb group
475647,252430,derivationally related form,derivationally related form
67274,9860940,derivationally related form,derivationally related form
514396,1387786,derivationally related form,similar to
2087156,2077656,hypernym,verb group
518653,313987,hypernym,similar to
369138,2028994,derivationally related form,verb group
7443010,1521124,derivationally related form,derivationally related form
2329883,4322026,derivationally related form,derivationally related form
7269916,6806469,hypernym,hypernym
768353,766234,hypernym,hypernym
11746776,12486732,member meronym,member meronym
6295235,3825080,member of domain usage,member of domain usage
1798100,1770501,hypernym,verb group
1471682,5563034,has part,member meronym
1505254,2098458,verb group,verb group
1409065,1387617,hypernym,member meronym
1835496,1992503,also see,verb group
14476205,14475405,hypernym,similar to
1421622,1296462,hypernym,verb group
2046755,343249,derivationally related form,verb group
1400856,1400044,hypernym,verb group
931847,1644746,derivationally related form,derivationally related form
8860123,504844,member of domain region,member of domain region
667424,666886,hypernym,verb group
7184735,774056,derivationally related form,similar to
783042,782527,hypernym,verb group
2120140,14361664,derivationally related form,derivationally related form
2072673,1992503,hypernym,verb group
8720481,9341673,has part,member of domain region
4695176,286605,derivationally related form,derivationally related form
10207514,10305802,hypernym,hypernym
339085,358089,derivationally related form,derivationally related form
4643221,4623612,hypernym,similar to
2646757,13253751,derivationally related form,verb group
1543998,1543123,verb group,verb group
3258730,3121897,hypernym,hypernym
8775597,8574314,instance hypernym,instance hypernym
6213688,9755398,derivationally related form,similar to
1292534,1354673,hypernym,verb group
1521367,10016954,derivationally related form,derivationally related form
11864602,11866078,member meronym,member meronym
13096317,13095685,hypernym,hypernym
8774073,8524735,instance hypernym,instance hypernym
2156532,5559908,hypernym,member meronym
11804082,11804604,member meronym,member meronym
1896478,921014,also see,similar to
12339319,11567411,hypernym,instance hypernym
7939159,31264,hypernym,hypernym
7270179,508032,derivationally related form,derivationally related form
3002351,13523661,derivationally related form,derivationally related form
12283981,12285512,member meronym,instance hypernym
1342124,3829563,derivationally related form,verb group
852685,851933,hypernym,verb group
5902545,5898568,hypernym,hypernym
1821727,1821869,member meronym,instance hypernym
13659419,13659162,has part,hypernym
4633197,4632157,hypernym,similar to
7498854,7497473,hypernym,hypernym
10728998,2530167,derivationally related form,derivationally related form
606370,1658762,derivationally related form,derivationally related form
5967191,5943300,hypernym,instance hypernym
6845599,4011409,member of domain usage,instance hypernym
139919,469651,synset domain topic of,member of domain usage
8731606,8716738,has part,member meronym
7233996,865958,derivationally related form,derivationally related form
9615807,710005,derivationally related form,derivationally related form
14636523,14622893,hypernym,instance hypernym
5983217,5982152,hypernym,hypernym
6122178,6115476,hypernym,synset domain topic of
5697976,688377,derivationally related form,derivationally related form
14780267,237877,derivationally related form,derivationally related form
618451,4743024,derivationally related form,similar to
11911274,12167749,member meronym,member meronym
10127273,10287213,hypernym,hypernym
2471467,2472012,member meronym,instance hypernym
8801546,9032191,instance hypernym,instance hypernym
6917083,3108623,derivationally related form,derivationally related form
692143,7500414,derivationally related form,derivationally related form
2298160,8424951,derivationally related form,derivationally related form
80169,78760,hypernym,verb group
2942699,3340723,has part,has part
1867295,1627355,derivationally related form,derivationally related form
369399,1387786,derivationally related form,verb group
11944196,13085113,hypernym,hypernym
2470175,2469835,hypernym,verb group
1542207,10587378,derivationally related form,derivationally related form
734927,15159583,derivationally related form,hypernym
8821578,8821187,has part,member of domain region
7208708,7208338,hypernym,similar to
2873623,2944826,hypernym,hypernym
2299924,2298632,hypernym,verb group
1021794,903559,synset domain topic of,similar to
313987,126264,hypernym,verb group
14724025,14723079,hypernym,similar to
7221094,6598915,hypernym,hypernym
8617963,8664443,hypernym,hypernym
8414807,625963,derivationally related form,derivationally related form
2397529,2394477,hypernym,hypernym
9634494,7846,hypernym,instance hypernym
9877587,2326355,derivationally related form,derivationally related form
9679708,9678009,hypernym,hypernym
845178,13440063,hypernym,instance hypernym
12423565,12465796,member meronym,has part
11719468,11735822,member meronym,member meronym
1190277,9782167,derivationally related form,derivationally related form
5461179,5238282,has part,hypernym
5794403,5793000,hypernym,similar to
7916970,7885223,hypernym,instance hypernym
12358293,7822323,has part,hypernym
1024190,6763681,derivationally related form,derivationally related form
7350401,1892608,derivationally related form,similar to
6888345,2139883,derivationally related form,verb group
4760296,4761517,hypernym,similar to
2535909,2536456,member meronym,hypernym
417001,3118539,derivationally related form,derivationally related form
808191,808614,similar to,similar to
7032753,7071942,synset domain topic of,instance hypernym
4038109,4037625,hypernym,instance hypernym
1232298,7538395,derivationally related form,similar to
2371811,2367363,hypernym,verb group
2642610,2641957,hypernym,similar to
7526505,7526338,hypernym,similar to
356199,351638,hypernym,similar to
8912703,8524735,instance hypernym,instance hypernym
229026,14836960,derivationally related form,derivationally related form
2503803,2501738,hypernym,verb group
15124545,15124713,has part,has part
73343,13473097,derivationally related form,verb group
1292928,956485,instance hypernym,instance hypernym
13617308,922327,synset domain topic of,member of domain usage
1551871,937656,derivationally related form,verb group
264776,251809,also see,similar to
8704822,8705251,has part,has part
667747,10510546,derivationally related form,derivationally related form
7275489,7274425,hypernym,similar to
12633386,12633638,member meronym,hypernym
2916350,4008634,hypernym,instance hypernym
2575766,2576223,member meronym,member meronym
4636610,4636397,hypernym,similar to
914421,1837744,also see,similar to
390735,1700326,derivationally related form,derivationally related form
12200315,12200504,member meronym,member meronym
4072193,299341,derivationally related form,derivationally related form
11727976,11571907,hypernym,hypernym
5554405,5554189,hypernym,hypernym
12056217,12041446,hypernym,hypernym
661091,10707233,derivationally related form,derivationally related form
14526182,2134350,derivationally related form,similar to
10014939,2443049,derivationally related form,verb group
10617193,10642151,hypernym,hypernym
2052675,15287830,derivationally related form,verb group
8438533,8439476,member meronym,has part
572186,126264,hypernym,verb group
2568884,10626194,derivationally related form,derivationally related form
543410,13464820,derivationally related form,verb group
4076846,3129123,hypernym,hypernym
1702154,9784564,derivationally related form,derivationally related form
5623181,306314,derivationally related form,similar to
3484083,3485997,has part,has part
1679669,7672421,derivationally related form,derivationally related form
8188449,9920901,member meronym,member meronym
4955160,1245637,derivationally related form,derivationally related form
13439390,13526110,hypernym,hypernym
2120692,2128120,member meronym,hypernym
2453321,2452885,hypernym,verb group
559102,10056103,derivationally related form,derivationally related form
19613,13809207,hypernym,has part
8230219,8227214,hypernym,hypernym
6778925,6778102,hypernym,also see
7400361,2188587,derivationally related form,similar to
9223725,9257949,hypernym,hypernym
3592245,3111690,hypernym,hypernym
1560984,7313814,derivationally related form,derivationally related form
4568298,3178782,hypernym,also see
3566329,3700963,hypernym,instance hypernym
8945821,8698379,instance hypernym,instance hypernym
8879388,8524735,instance hypernym,instance hypernym
81671,262792,also see,similar to
793271,8479615,derivationally related form,synset domain topic of
13384164,13281275,hypernym,hypernym
1944466,1974062,hypernym,verb group
7289588,925490,derivationally related form,derivationally related form
853195,7215568,derivationally related form,similar to
4425262,3713736,hypernym,hypernym
6877742,34758,derivationally related form,similar to
582145,4631700,derivationally related form,derivationally related form
14526764,2363358,derivationally related form,derivationally related form
947857,634586,derivationally related form,derivationally related form
687295,9779124,derivationally related form,derivationally related form
1424607,1425076,member meronym,member meronym
849788,6780069,derivationally related form,derivationally related form
4475,4258,hypernym,hypernym
1380122,367976,derivationally related form,derivationally related form
10466198,901103,derivationally related form,verb group
565279,109660,hypernym,hypernym
11743772,11743294,hypernym,hypernym
7154330,2937108,derivationally related form,hypernym
2566528,9633969,derivationally related form,verb group
277811,216216,derivationally related form,derivationally related form
346991,1754421,also see,similar to
3051540,52374,derivationally related form,derivationally related form
1530431,5582859,derivationally related form,derivationally related form
8208016,8008335,hypernym,member meronym
5159495,5159225,hypernym,similar to
1672168,4568713,derivationally related form,derivationally related form
10175725,9977660,hypernym,hypernym
3040974,1392380,derivationally related form,derivationally related form
1193099,759186,derivationally related form,verb group
3070193,2670382,hypernym,hypernym
7411350,2033295,derivationally related form,verb group
12647560,12647376,hypernym,hypernym
2942699,4211528,has part,has part
1424456,5553486,derivationally related form,verb group
76072,2527651,derivationally related form,similar to
7243837,1032368,synset domain topic of,has part
1534609,278221,derivationally related form,derivationally related form
9020299,8524735,instance hypernym,instance hypernym
4952570,4952242,hypernym,hypernym
3579355,1675963,derivationally related form,has part
1628885,1631035,member meronym,member meronym
389238,5001867,derivationally related form,similar to
2409941,6520944,derivationally related form,verb group
705580,661091,hypernym,hypernym
80705,612160,synset domain topic of,member of domain usage
10551265,15259284,synset domain topic of,synset domain topic of
2025550,827782,derivationally related form,verb group
10362003,7846,hypernym,similar to
2570267,2514187,hypernym,verb group
1292727,9334396,derivationally related form,similar to
7105475,36580,member of domain usage,instance hypernym
751887,8190292,derivationally related form,verb group
11867525,11896904,member meronym,member meronym
6155075,6153846,hypernym,synset domain topic of
464962,1430847,also see,similar to
9089923,8524735,instance hypernym,instance hypernym
511817,2418421,derivationally related form,verb group
2140033,522145,derivationally related form,derivationally related form
334935,1499265,derivationally related form,verb group
11511765,835903,derivationally related form,similar to
2395406,2395694,derivationally related form,member meronym
935940,1643464,derivationally related form,derivationally related form
1225562,11551,derivationally related form,derivationally related form
12163824,7755411,has part,hypernym
4894204,4894037,hypernym,similar to
10037922,10515194,hypernym,hypernym
3639497,4402057,hypernym,hypernym
1483779,1463963,hypernym,verb group
15146004,15290337,hypernym,instance hypernym
2795169,3533972,has part,has part
2987047,3574816,hypernym,instance hypernym
2418686,2419073,hypernym,verb group
2119874,14180327,derivationally related form,member of domain usage
7286368,7286014,hypernym,hypernym
2950154,7115914,derivationally related form,similar to
9184136,9183693,hypernym,hypernym
1639714,1631534,hypernym,verb group
1558765,1557185,hypernym,instance hypernym
7388987,1247804,derivationally related form,derivationally related form
7027180,7020895,hypernym,has part
9426788,9313716,has part,instance hypernym
6236802,5946687,hypernym,hypernym
1522276,7441619,derivationally related form,verb group
2711114,2700867,hypernym,verb group
3466162,4551375,has part,has part
2229828,2229550,hypernym,verb group
6875094,6873571,hypernym,hypernym
1960779,299217,synset domain topic of,verb group
6732710,1015244,derivationally related form,derivationally related form
1800195,1799302,hypernym,member of domain usage
61401,61595,hypernym,verb group
2647903,2648035,member meronym,member meronym
784388,768701,hypernym,instance hypernym
4230808,3419014,hypernym,hypernym
12994979,12995724,member meronym,member meronym
6682494,6682290,hypernym,hypernym
1422172,1421622,hypernym,verb group
9051898,8574314,instance hypernym,instance hypernym
7230502,7160883,hypernym,hypernym
10315561,13655262,derivationally related form,member of domain region
1140315,7797641,derivationally related form,derivationally related form
1528821,13496286,derivationally related form,verb group
8365855,409281,derivationally related form,derivationally related form
2678070,2422026,hypernym,similar to
1943406,2498708,also see,similar to
5294606,27268,derivationally related form,derivationally related form
888796,887081,hypernym,hypernym
486557,486018,hypernym,verb group
10319580,7255998,derivationally related form,similar to
5405324,13771404,hypernym,hypernym
9014979,9263087,has part,member of domain region
156101,82241,also see,similar to
14627820,1338113,derivationally related form,derivationally related form
5415395,5404728,hypernym,hypernym
10634316,633443,derivationally related form,similar to
12039743,12051285,member meronym,member meronym
1569181,225593,derivationally related form,hypernym
1675190,1282014,also see,similar to
773432,7183151,derivationally related form,derivationally related form
5844105,5839024,hypernym,hypernym
376106,443984,hypernym,verb group
1097500,15293590,derivationally related form,member of domain usage
10299700,855674,derivationally related form,derivationally related form
3082807,1387786,derivationally related form,hypernym
10754449,2566528,derivationally related form,derivationally related form
1958868,299217,synset domain topic of,verb group
5464685,5468523,has part,has part
14123259,14123044,hypernym,similar to
1218766,1778017,derivationally related form,similar to
3118539,2666691,derivationally related form,similar to
13194036,13193642,hypernym,hypernym
2215966,2271137,hypernym,verb group
14862753,14739360,hypernym,hypernym
2130300,644583,hypernym,verb group
437852,1507402,also see,similar to
8571275,8523483,hypernym,hypernym
1911511,1912272,member meronym,member meronym
3044934,1456463,derivationally related form,verb group
2376958,2367363,hypernym,verb group
904690,6740644,derivationally related form,derivationally related form
276987,493259,derivationally related form,derivationally related form
1949007,1955984,hypernym,verb group
539510,539121,hypernym,hypernym
2474780,884540,hypernym,similar to
11416988,11410625,hypernym,hypernym
609506,609683,hypernym,member of domain usage
5406782,5397468,hypernym,instance hypernym
7976936,2490430,derivationally related form,verb group
202236,6756407,derivationally related form,derivationally related form
836236,10685853,derivationally related form,derivationally related form
6407094,6362953,hypernym,instance hypernym
4768657,404642,derivationally related form,derivationally related form
1947735,1945845,hypernym,hypernym
58519,2015598,derivationally related form,verb group
13470491,13457378,hypernym,similar to
8851500,8633957,instance hypernym,instance hypernym
1866192,4101497,derivationally related form,verb group
10434725,1645421,derivationally related form,similar to
9437369,1558883,derivationally related form,derivationally related form
4617562,24264,hypernym,hypernym
394813,140123,hypernym,verb group
2242464,1090446,synset domain topic of,hypernym
8766988,8772667,has part,member meronym
645552,152727,derivationally related form,derivationally related form
835506,10256537,derivationally related form,derivationally related form
2528534,2538730,member meronym,member meronym
2497586,3044083,derivationally related form,derivationally related form
2996904,6372095,derivationally related form,derivationally related form
62582,2758960,derivationally related form,derivationally related form
44150,30358,hypernym,hypernym
2186690,2179518,hypernym,verb group
1507402,4831031,derivationally related form,derivationally related form
3075191,9714429,derivationally related form,similar to
9029457,9029884,has part,has part
1602318,14002279,derivationally related form,similar to
3357081,4489008,hypernym,hypernym
5260240,5256862,hypernym,hypernym
4179385,3816849,hypernym,instance hypernym
3120778,4105893,hypernym,hypernym
1972976,7344233,derivationally related form,verb group
5011790,5009170,hypernym,hypernym
15068436,14818238,hypernym,instance hypernym
1445407,1441100,hypernym,verb group
796976,10616379,derivationally related form,derivationally related form
140751,138508,hypernym,verb group
8703454,9384223,has part,has part
6394701,6598915,hypernym,hypernym
12326842,12327022,member meronym,hypernym
4975340,574735,derivationally related form,also see
1397088,1400044,hypernym,verb group
1947352,1946996,hypernym,verb group
1548301,1547832,hypernym,member meronym
1128193,4014297,derivationally related form,hypernym
660102,14429985,derivationally related form,derivationally related form
558008,463543,synset domain topic of,member of domain usage
2429695,2435386,member meronym,member meronym
3611590,3433434,hypernym,instance hypernym
9063673,8638442,instance hypernym,instance hypernym
1918803,1904930,hypernym,verb group
11648617,11554175,hypernym,hypernym
13316332,13313899,hypernym,hypernym
7142365,7140659,hypernym,hypernym
3977966,4520170,hypernym,hypernym
12370011,12370174,member meronym,hypernym
854000,1426153,derivationally related form,similar to
7805254,1593937,derivationally related form,also see
10110287,10245639,hypernym,hypernym
6669864,6000644,synset domain topic of,synset domain topic of
14531392,14531983,hypernym,also see
307631,306426,hypernym,hypernym
187526,3573282,derivationally related form,verb group
9760913,10340312,hypernym,hypernym
611802,5761918,derivationally related form,derivationally related form
15181718,15241777,has part,member of domain usage
28362,22686,hypernym,similar to
10271216,2151966,derivationally related form,verb group
7048000,1729431,derivationally related form,member of domain usage
3534776,4517823,hypernym,hypernym
289082,1752167,also see,similar to
12213635,12222715,member meronym,member meronym
11456273,11455901,has part,has part
2505807,1110661,verb group,verb group
95971,265386,derivationally related form,derivationally related form
10634990,20926,derivationally related form,derivationally related form
6717170,10076033,member of domain usage,member of domain usage
2364520,2329401,hypernym,instance hypernym
12006503,11579418,hypernym,hypernym
1105296,1105639,hypernym,verb group
927430,10673451,derivationally related form,derivationally related form
1336587,10667187,derivationally related form,similar to
5044387,2112546,derivationally related form,derivationally related form
12019675,11579418,hypernym,hypernym
13652066,13603305,hypernym,hypernym
9791248,4323026,synset domain topic of,synset domain topic of
14046202,59019,derivationally related form,verb group
8377806,8457976,hypernym,hypernym
463234,1079604,derivationally related form,verb group
8766988,9417560,has part,member of domain region
10264437,10560637,hypernym,hypernym
11451442,11500968,has part,has part
12775530,12775919,member meronym,hypernym
775156,1170962,derivationally related form,derivationally related form
8736779,8524735,instance hypernym,instance hypernym
6095022,9818343,derivationally related form,derivationally related form
1154175,130347,derivationally related form,verb group
6820425,6818970,hypernym,instance hypernym
858631,858377,hypernym,similar to
1703023,7092592,synset domain topic of,derivationally related form
2236124,2210855,hypernym,verb group
12575089,12576029,member meronym,instance hypernym
754873,4665813,derivationally related form,derivationally related form
9459114,9360122,instance hypernym,instance hypernym
11748811,13139055,hypernym,hypernym
1049685,2147109,derivationally related form,similar to
10771636,7846,hypernym,hypernym
14425103,9605289,derivationally related form,hypernym
10373801,2607909,derivationally related form,member of domain usage
302861,1713348,derivationally related form,derivationally related form
1912159,2050132,hypernym,verb group
4036776,13893786,hypernym,hypernym
2539334,2441022,hypernym,verb group
403466,1549905,derivationally related form,derivationally related form
12626030,12627526,member meronym,member meronym
3668642,3931044,hypernym,hypernym
12533588,12533730,member meronym,instance hypernym
751779,835506,derivationally related form,derivationally related form
12746106,13112664,hypernym,hypernym
11911591,11924330,member meronym,member meronym
14064644,1190277,derivationally related form,verb group
383952,520357,derivationally related form,derivationally related form
3053272,3713736,hypernym,hypernym
7432973,2047650,derivationally related form,instance hypernym
9778783,10731244,hypernym,similar to
1972017,1972131,member meronym,instance hypernym
3435382,2716866,hypernym,hypernym
1725712,1463965,also see,similar to
3122295,4543158,hypernym,instance hypernym
9189411,8717209,has part,member meronym
6329506,6309383,hypernym,hypernym
8759852,8524735,instance hypernym,instance hypernym
1311520,996817,instance hypernym,instance hypernym
2187759,1762525,hypernym,hypernym
2927399,3892891,hypernym,hypernym
14550987,14550797,hypernym,hypernym
2774630,3485997,has part,has part
11900986,11902200,member meronym,instance hypernym
914929,913705,hypernym,hypernym
2324717,1864707,hypernym,hypernym
6023022,6018465,synset domain topic of,member of domain usage
4579986,503237,synset domain topic of,member of domain usage
528339,7419792,derivationally related form,derivationally related form
6404582,6333653,hypernym,member of domain usage
10293332,1919391,derivationally related form,verb group
2789770,4047401,hypernym,hypernym
1974399,1997698,member meronym,member meronym
2883205,3815615,hypernym,hypernym
8506641,8573674,has part,has part
11015080,10022111,instance hypernym,instance hypernym
746587,746232,hypernym,hypernym
8131530,8132046,has part,has part
1679980,1675963,hypernym,derivationally related form
11977125,11977303,member meronym,hypernym
900616,1580050,also see,similar to
2394183,1982395,verb group,verb group
14062725,273445,derivationally related form,derivationally related form
6756407,6722453,hypernym,hypernym
483801,3080309,derivationally related form,derivationally related form
498530,126264,hypernym,verb group
3142679,4014297,hypernym,hypernym
2416751,9935793,derivationally related form,similar to
514069,5934278,derivationally related form,similar to
1858441,1844917,hypernym,hypernym
152018,652346,derivationally related form,derivationally related form
12618942,12785110,member meronym,also see
2138766,903559,synset domain topic of,member of domain usage
11428023,11473954,hypernym,hypernym
567044,479887,synset domain topic of,member of domain usage
2398732,2399000,member meronym,member meronym
8887013,9316454,instance hypernym,instance hypernym
486018,211593,derivationally related form,verb group
912048,975584,verb group,verb group
2449340,13935227,derivationally related form,derivationally related form
1767199,1974399,member meronym,member meronym
13973059,9791816,derivationally related form,similar to
351485,191142,hypernym,hypernym
2669789,2671880,hypernym,verb group
9840050,1719921,derivationally related form,member of domain usage
6580351,6568978,hypernym,hypernym
285889,1919711,derivationally related form,verb group
10092488,475787,synset domain topic of,member of domain usage
6845599,4090064,member of domain usage,instance hypernym
6620063,6619428,hypernym,hypernym
13031690,13033577,member meronym,member meronym
2739254,13845239,derivationally related form,derivationally related form
10066732,672277,derivationally related form,derivationally related form
9188609,9426788,instance hypernym,instance hypernym
7475107,7473441,hypernym,hypernym
2782815,10456138,derivationally related form,similar to
4794751,4723816,hypernym,hypernym
10146927,7846,hypernym,similar to
1693138,933420,synset domain topic of,member of domain usage
10468750,2443609,derivationally related form,derivationally related form
1835496,2994448,derivationally related form,verb group
2924554,6605396,hypernym,member of domain usage
2161737,1342529,hypernym,instance hypernym
2051270,7342495,derivationally related form,verb group
13773725,13760316,hypernym,hypernym
10724699,1855155,derivationally related form,derivationally related form
5088324,1378556,derivationally related form,similar to
324384,1983264,derivationally related form,verb group
3867201,3936895,hypernym,hypernym
806902,803617,hypernym,hypernym
1721556,10201535,derivationally related form,similar to
11999958,11579418,hypernym,hypernym
2739480,121046,hypernym,verb group
1949973,1942177,hypernym,hypernym
2444159,2443849,hypernym,verb group
9804230,522068,derivationally related form,derivationally related form
11867525,11870607,member meronym,member meronym
9537660,10553805,hypernym,hypernym
1502262,1816635,member meronym,member meronym
9425344,6115701,synset domain topic of,synset domain topic of
364297,2609764,hypernym,verb group
5948264,5946687,hypernym,hypernym
13812607,6143546,synset domain topic of,synset domain topic of
5763412,618878,derivationally related form,derivationally related form
10609686,7846,hypernym,similar to
12200315,11575425,hypernym,instance hypernym
1573515,14295248,derivationally related form,verb group
11975853,11579418,hypernym,instance hypernym
2357693,4682462,derivationally related form,similar to
2133435,4679738,derivationally related form,verb group
40325,14006945,derivationally related form,derivationally related form
1363613,1366718,also see,similar to
1507006,13501941,derivationally related form,derivationally related form
1941670,1952162,member meronym,member meronym
4945057,1826378,derivationally related form,derivationally related form
3593526,4531098,hypernym,instance hypernym
8699654,8698379,instance hypernym,instance hypernym
803325,1141593,derivationally related form,verb group
757544,7254594,derivationally related form,derivationally related form
1711445,7007171,derivationally related form,hypernym
13985818,193130,derivationally related form,derivationally related form
7019172,7018931,hypernym,hypernym
7157273,13769672,member of domain usage,member of domain usage
1241767,1241331,hypernym,similar to
528339,387310,hypernym,verb group
1195804,1158181,hypernym,verb group
10552742,10191943,hypernym,hypernym
617413,1225783,derivationally related form,derivationally related form
2163982,2168542,member meronym,member meronym
2333368,1864707,hypernym,hypernym
13169219,12954978,member meronym,member meronym
12198628,11575425,hypernym,instance hypernym
8145871,7951464,hypernym,instance hypernym
7478874,434919,derivationally related form,verb group
11875100,11879291,member meronym,instance hypernym
7817024,7811416,hypernym,hypernym
2014165,2009433,hypernym,verb group
2951358,4244997,hypernym,hypernym
1943899,1942177,hypernym,hypernym
1906823,5003090,derivationally related form,verb group
1043820,1778017,derivationally related form,derivationally related form
3583621,3733925,hypernym,hypernym
4408871,3091374,hypernym,hypernym
13261779,13255145,hypernym,hypernym
222376,219012,hypernym,also see
877559,7143624,derivationally related form,verb group
11629501,11633459,member meronym,member meronym
13651218,13603305,hypernym,hypernym
95990,94460,hypernym,verb group
1402381,8221348,hypernym,hypernym
1146576,1145359,hypernym,hypernym
11151189,9924996,instance hypernym,instance hypernym
